pubmed_id,DOI,title,keywords,journal,abstract
33673519,"['biom11030364 [pii]', '10.3390/biom11030364 [doi]']",Phospholipid-Gold Nanorods Induce Energy Crisis in MCF-7 Cells: Cytotoxicity Evaluation Using LC-MS-Based Metabolomics Approach.,"LC-MS, MCF-7, TCA cycle, amino acids, energy metabolism, gold nanorods, metabolomics",Biomolecules,"Phospholipid-modified gold nanorods (phospholipid-GNRs) have demonstrated drastic cytotoxicity towards MCF-7 breast cancer cells compared to polyethylene glycol-coated GNRs (PEG-GNRs). In this study, the mechanism of cytotoxicity of phospholipid-GNRs towards MCF-7 cells was investigated using mass spectrometry-based global metabolic profiling and compared to PEGylated counterparts. The results showed that when compared to PEG-GNRs, phospholipid-GNRs induced significant and more pronounced impact on the metabolic profile of MCF-7 cells. Phospholipid-GNRs significantly decreased the levels of metabolic intermediates and end-products associated with cellular energy metabolisms resulting in dysfunction in TCA cycle, a reduction in glycolytic activity, and imbalance of the redox state. Additionally, phospholipid-GNRs disrupted several metabolism pathways essential for the normal growth and proliferation of cancer cells including impairment in purine, pyrimidine, and glutathione metabolisms accompanied by lower amino acid pools. On the other hand, the effects of PEG-GNRs were limited to alteration of glycolysis and pyrimidine metabolism. The current work shed light on the importance of metabolomics as a valuable analytical approach to explore the molecular effects of GNRs with different surface chemistry on cancer cell and highlights metabolic targets that might serve as promising treatment strategy in cancer."
33673506,"['cancers13050991 [pii]', '10.3390/cancers13050991 [doi]']",Random Forest Modelling of High-Dimensional Mixed-Type Data for Breast Cancer Classification.,"DNA damage repair, breast cancer, integrative analysis, machine learning, random forest",Cancers,"Advances in high-throughput technologies encourage the generation of large amounts of multiomics data to investigate complex diseases, including breast cancer. Given that the aetiologies of such diseases extend beyond a single biological entity, and that essential biological information can be carried by all data regardless of data type, integrative analyses are needed to identify clinically relevant patterns. To facilitate such analyses, we present a permutation-based framework for random forest methods which simultaneously allows the unbiased integration of mixed-type data and assessment of relative feature importance. Through simulation studies and machine learning datasets, the performance of the approach was evaluated. The results showed minimal multicollinearity and limited overfitting. To further assess the performance, the permutation-based framework was applied to high-dimensional mixed-type data from two independent breast cancer cohorts. Reproducibility and robustness of our approach was demonstrated by the concordance in relative feature importance between the cohorts, along with consistencies in clustering profiles. One of the identified clusters was shown to be prognostic for clinical outcome after standard-of-care adjuvant chemotherapy and outperformed current intrinsic molecular breast cancer classifications."
33673305,"['cancers13040771 [pii]', '10.3390/cancers13040771 [doi]']",Clinical CYP2D6 Genotyping to Personalize Adjuvant Tamoxifen Treatment in ER-Positive Breast Cancer Patients: Current Status of a Controversy.,"CYP2D6, Cytochrome P450 2D6, PGx, Pharmacogenetics, genotyping, review, tamoxifen, tamoxifen treatment",Cancers,"Tamoxifen is a major option for adjuvant endocrine treatment in estrogen receptor (ER) positive breast cancer patients. The conversion of the prodrug tamoxifen into the most active metabolite endoxifen is mainly catalyzed by the enzyme cytochrome P450 2D6 (CYP2D6). Genetic variation in the CYP2D6 gene leads to altered enzyme activity, which influences endoxifen formation and thereby potentially therapy outcome. The association between genetically compromised CYP2D6 activity and low endoxifen plasma concentrations is generally accepted, and it was shown that tamoxifen dose increments in compromised patients resulted in higher endoxifen concentrations. However, the correlation between CYP2D6 genotype and clinical outcome is still under debate. This has led to genotype-based tamoxifen dosing recommendations by the Clinical Pharmacogenetic Implementation Consortium (CPIC) in 2018, whereas in 2019, the European Society of Medical Oncology (ESMO) discouraged the use of CYP2D6 genotyping in clinical practice for tamoxifen therapy. This paper describes the latest developments on CYP2D6 genotyping in relation to endoxifen plasma concentrations and tamoxifen-related clinical outcome. Therefore, we focused on Pharmacogenetic publications from 2018 (CPIC publication) to 2021 in order to shed a light on the current status of this debate."
33673197,"['ijms22041827 [pii]', '10.3390/ijms22041827 [doi]']",In Vitro Suppression of T Cell Proliferation Is a Conserved Function of Primary and Immortalized Human Cancer-Associated Fibroblasts.,"Stromal cells, T cells, cancer-associated fibroblasts, tumor immunology, tumor microenvironment",International journal of molecular sciences,"T cell immunotherapy is now a mainstay therapy for several blood-borne cancers as well as metastatic melanoma. Unfortunately, many epithelial tumors respond poorly to immunotherapy, and the reasons for this are not well understood. Cancer-associated fibroblasts (CAFs) are the most frequent non-neoplastic cell type in most solid tumors, and they are emerging as a key player in immunotherapy resistance. A range of immortalized CAF lines will be essential tools that will allow us to understand immune responses against cancer and develop novel strategies for cancer immunotherapy. To study the effect of CAFs on T cell proliferation, we created and characterized a number of novel immortalized human CAFs lines (Im-CAFs) from human breast, colon, and pancreatic carcinomas. Im-CAFs shared similar phenotypes, matrix remodeling and contraction capabilities, and growth and migration rates compared to the primary CAFs. Using primary isolates from breast carcinoma, colorectal carcinoma, and pancreatic ductal adenocarcinoma, we report that CAFs across major tumor types are able to potently suppress T cell proliferation in vitro. Im-CAFs retained this property. Im-CAFs are a key tool that will provide important insights into the mechanisms of CAF-mediated T cell suppression through techniques such as CRISPR-Cas9 modification, molecular screens, and pipeline drug testing."
33673145,"['cancers13040768 [pii]', '10.3390/cancers13040768 [doi]']",Notch Signaling Pathway in Cancer-Review with Bioinformatic Analysis.,"Notch signaling, carcinogenesis, global signaling",Cancers,"Notch signaling is an evolutionarily conserved pathway regulating normal embryonic development and homeostasis in a wide variety of tissues. It is also critically involved in carcinogenesis, as well as cancer progression. Activation of the Notch pathway members can be either oncogenic or suppressive, depending on tissue context. The present study is a comprehensive overview, extended with a bioinformatics analysis of TCGA cohorts, including breast, bladder, cervical, colon, kidney, lung, ovary, prostate and rectum carcinomas. We performed global expression profiling of the Notch pathway core components and downstream targets. For this purpose, we implemented the Uniform Manifold Approximation and Projection algorithm to reduce the dimensions. Furthermore, we determined the optimal cutpoint using Evaluate Cutpoint software to established disease-free and overall survival with respect to particular Notch members. Our results demonstrated separation between tumors and their corresponding normal tissue, as well as between tumors in general. The differentiation of the Notch pathway, at its various stages, in terms of expression and survival resulted in distinct profiles of biological processes such as proliferation, adhesion, apoptosis and epithelial to mesenchymal transition. In conclusion, whether oncogenic or suppressive, Notch signaling is proven to be associated with various types of malignancies, and thus may be of interest as a potential therapeutic target."
33673143,"['genes12020267 [pii]', '10.3390/genes12020267 [doi]']",miR-34a and miR-200c Have an Additive Tumor-Suppressive Effect on Breast Cancer Cells and Patient Prognosis.,"HIF1-alpha, apoptosis, breast cancer, cancer stemness, cell cycle arrest, metastasis, miR-200c, miR-34a",Genes,"Breast cancer is the most common women's malignancy in the world and, for subgroups of patients, treatment outcomes remain poor. Thus, more effective therapeutic strategies are urgently needed. MicroRNAs (miRNAs) have emerged as promising therapeutic tools and targets, as they play significant roles in regulating key cellular processes by suppressing gene expression. However, additive opportunities involving miRNAs have been underexplored. For example, both miR-34a and miR-200c individually suppress the development of different types of cancer, but the cellular effects of their combined actions remain unknown. Here, we show that miR-34a and miR-200c levels are reduced in breast tumors compared to adjacent normal tissues and that this additively predicts poor patient survival. In addition, in cell lines, miR-34a and miR-200c additively induce apoptosis and cell cycle arrest, while also inhibiting proliferation, invasion, migration, stemness and epithelial-to-mesenchymal transition (EMT). Mechanistically, both miRNA-34a and miR-200c directly target HIF1-alpha and subsequently downregulate VEGFR, MMP9 and CXCR4, although combined miRNA-34a and miR-200c delivery suppresses mouse xenograft tumor development as effectively as individual delivery. We establish a model, supported by in vitro and clinical data, which collectively suggest that the co-delivery of miR-34a and miR-200c represents a promising novel therapeutic strategy for breast cancer patients."
33673133,"['cancers13040765 [pii]', '10.3390/cancers13040765 [doi]']",Clinicopathological Correlates of gammadelta T Cell Infiltration in Triple-Negative Breast Cancer.,"BRCA1, PIK3CA, basal-like, prognosis, triple-negative breast cancer, gammadelta T cells",Cancers,"The prognostic impact of the different tumor-infiltrating lymphocyte (TIL) subpopulations in solid cancers is still debated. Here, we investigated the clinicopathological correlates and prognostic impact of TILs, particularly of gammadelta T cells, in 162 patients with triple-negative breast cancer (TNBC). A high gammadelta T cell density (>6.625 gammadelta T cells/mm(2)) was associated with younger age (p = 0.008), higher tumor histological grade (p = 0.002), adjuvant chemotherapy (p = 0.010), BRCA1 promoter methylation (p = 0.010), TIL density (p < 0.001), and PD-L1 (p < 0.001) and PD-1 expression (p = 0.040). In multivariate analyses, gammadelta T cell infiltration (cutoff = 6.625 gammadelta T cells/mm(2)) was an independent prognostic factor (5-year relapse-free survival: 63.3% vs. 89.8%, p = 0.027; 5-year overall survival: 73.8% vs. 89.9%, p = 0.031, for low vs. high infiltration). This prognostic impact varied according to the tumor PIK3CA mutational status. High gammadelta T cell infiltration was associated with better survival in patients with PIK3CA wild-type tumors, but the difference was not significant in the subgroup with PIK3CA-mutated tumors. Altogether, these data suggest that high gammadelta T cell infiltrate is correlated with immune infiltration and might represent a candidate prognostic tool in patients with TNBC."
33673112,"['cells10020378 [pii]', '10.3390/cells10020378 [doi]']",Myocyte Enhancer Factor 2C as a New Player in Human Breast Cancer Brain Metastases.,"biomarker, breast cancer brain metastases, myocyte enhancer factor 2C, proliferation, vascular endothelial growth factor receptor-2, beta-catenin",Cells,"Myocyte enhancer factor 2C (MEF2C) is increasingly expressed in mice along with breast cancer brain metastases (BCBM) development. We aim to ascertain MEF2C expression in human BCBM, establish the relationship with disease severity, disclose the involvement of vascular endothelial growth factor receptor-2 (VEGFR-2) and beta-catenin, also known as KDR and CTNNB1, respectively, and investigate if matched primary tumors express the protein. We studied resected BCBM for the expression of MEF2C, VEGFR-2, and ss-catenin, as well as proliferation (Ki-67) and epithelial (pan Cytokeratin) markers, and related experimental and clinical data. MEF2C expression was further assessed in matched primary tumors and non-BCBM samples used as controls. MEF2C expression was observed in BCBM, but not in controls, and was categorized into three phenotypes (P): P1, with extranuclear location; P2, with extranuclear and nuclear staining, and P3, with nuclear location. Nuclear translocation increased with metastases extension and Ki-67-positive cells number. P1 was associated with higher VEFGR-2 plasma membrane immunoreactivity, whereas P2 and P3 were accompanied by protein dislocation. P1 was accompanied by beta-catenin membrane expression, while P2 and P3 exhibited beta-catenin nuclear translocation. Primary BC samples expressed MEF2C in mammary ducts and scattered cells in the parenchyma. MEF2C emerges as a player in BCBM associated with disease severity and VEGFR-2 and beta-catenin signaling."
33673086,"['molecules26040969 [pii]', '10.3390/molecules26040969 [doi]']","Chlortetracycline, a Novel Arf Inhibitor That Decreases the Arf6-Dependent Invasive Properties of Breast Cancer Cells.","Arf6, breast cancer, cell invasion, chlortetracycline, inhibitor, small G protein","Molecules (Basel, Switzerland)","Breast cancer is a major disease for women worldwide, where mortality is associated with tumour cell dissemination to distant organs. While the number of efficient anticancer therapies increased in the past 20 years, treatments targeting the invasive properties of metastatic tumour cells are still awaited. Various studies analysing invasive breast cancer cell lines have demonstrated that Arf6 is an important player of the migratory and invasive processes. These observations make Arf6 and its regulators potential therapeutic targets. As of today, no drug effective against Arf6 has been identified, with one explanation being that the activation of Arf6 is dependent on the presence of lipid membranes that are rarely included in drug screening. To overcome this issue we have set up a fluorescence-based high throughput screening that follows overtime the activation of Arf6 at the surface of lipid membranes. Using this unique screening assay, we isolated several compounds that affect Arf6 activation, among which the antibiotic chlortetracycline (CTC) appeared to be the most promising. In this report, we describe CTC in vitro biochemical characterization and show that it blocks both the Arf6-stimulated collective migration and cell invasion in a 3D collagen I gel of the invasive breast cancer cell line MDA-MB-231. Thus, CTC appears as a promising hit to target deadly metastatic dissemination and a powerful tool to unravel the molecular mechanisms of Arf6-mediated invasive processes."
33673071,"['cancers13040757 [pii]', '10.3390/cancers13040757 [doi]']",Dedicated Axillary MRI-Based Radiomics Analysis for the Prediction of Axillary Lymph Node Metastasis in Breast Cancer.,"axillary lymph node metastasis, dedicated axillary MRI, node-by-node matching, predictive modeling, radiomics",Cancers,"Radiomics features may contribute to increased diagnostic performance of MRI in the prediction of axillary lymph node metastasis. The objective of the study was to predict preoperative axillary lymph node metastasis in breast cancer using clinical models and radiomics models based on T2-weighted (T2W) dedicated axillary MRI features with node-by-node analysis. From August 2012 until October 2014, all women who had undergone dedicated axillary 3.0T T2W MRI, followed by axillary surgery, were retrospectively identified, and available clinical data were collected. All axillary lymph nodes were manually delineated on the T2W MR images, and quantitative radiomics features were extracted from the delineated regions. Data were partitioned patient-wise to train 100 models using different splits for the training and validation cohorts to account for multiple lymph nodes per patient and class imbalance. Features were selected in the training cohorts using recursive feature elimination with repeated 5-fold cross-validation, followed by the development of random forest models. The performance of the models was assessed using the area under the curve (AUC). A total of 75 women (median age, 61 years; interquartile range, 51-68 years) with 511 axillary lymph nodes were included. On final pathology, 36 (7%) of the lymph nodes had metastasis. A total of 105 original radiomics features were extracted from the T2W MR images. Each cohort split resulted in a different number of lymph nodes in the training cohorts and a different set of selected features. Performance of the 100 clinical and radiomics models showed a wide range of AUC values between 0.41-0.74 and 0.48-0.89 in the training cohorts, respectively, and between 0.30-0.98 and 0.37-0.99 in the validation cohorts, respectively. With these results, it was not possible to obtain a final prediction model. Clinical characteristics and dedicated axillary MRI-based radiomics with node-by-node analysis did not contribute to the prediction of axillary lymph node metastasis in breast cancer based on data where variations in acquisition and reconstruction parameters were not addressed."
33673050,"['ijms22041820 [pii]', '10.3390/ijms22041820 [doi]']",The BIRC Family Genes Expression in Patients with Triple Negative Breast Cancer.,"BIRC family genes, gene expression regulation, inhibitors of apoptosis proteins, triple negative breast cancer",International journal of molecular sciences,"The BIRC (baculoviral IAP repeat-containing; BIRC) family genes encode for Inhibitor of Apoptosis (IAP) proteins. The dysregulation of the expression levels of the genes in question in cancer tissue as compared to normal tissue suggests that the apoptosis process in cancer cells was disturbed, which may be associated with the development and chemoresistance of triple negative breast cancer (TNBC). In our study, we determined the expression level of eight genes from the BIRC family using the Real-Time PCR method in patients with TNBC and compared the obtained results with clinical data. Additionally, using bioinformatics tools (Ualcan and The Breast Cancer Gene-Expression Miner v4.5 (bc-GenExMiner v4.5)), we compared our data with the data in the Cancer Genome Atlas (TCGA) database. We observed diverse expression pattern among the studied genes in breast cancer tissue. Comparing the expression level of the studied genes with the clinical data, we found that in patients diagnosed with breast cancer under the age of 50, the expression levels of all studied genes were higher compared to patients diagnosed after the age of 50. We observed that in patients with invasion of neoplastic cells into lymphatic vessels and fat tissue, the expression levels of BIRC family genes were lower compared to patients in whom these features were not noted. Statistically significant differences in gene expression were also noted in patients classified into three groups depending on the basis of the Scarff-Bloom and Richardson (SBR) Grading System."
33673002,"['ijms22041907 [pii]', '10.3390/ijms22041907 [doi]']",Microtubule Destabilizing Sulfonamides as an Alternative to Taxane-Based Chemotherapy.,"antitumor, breast cancer, combretastatin A-4, gynecologic cancer, sulfonamide, taxane, tubulin",International journal of molecular sciences,"Pan-Gyn cancers entail 1 in 5 cancer cases worldwide, breast cancer being the most commonly diagnosed and responsible for most cancer deaths in women. The high incidence and mortality of these malignancies, together with the handicaps of taxanes-first-line treatments-turn the development of alternative therapeutics into an urgency. Taxanes exhibit low water solubility that require formulations that involve side effects. These drugs are often associated with dose-limiting toxicities and with the appearance of multi-drug resistance (MDR). Here, we propose targeting tubulin with compounds directed to the colchicine site, as their smaller size offer pharmacokinetic advantages and make them less prone to MDR efflux. We have prepared 52 new Microtubule Destabilizing Sulfonamides (MDS) that mostly avoid MDR-mediated resistance and with improved aqueous solubility. The most potent compounds, N-methyl-N-(3,4,5-trimethoxyphenyl-4-methylaminobenzenesulfonamide 38, N-methyl-N-(3,4,5-trimethoxyphenyl-4-methoxy-3-aminobenzenesulfonamide 42, and N-benzyl-N-(3,4,5-trimethoxyphenyl-4-methoxy-3-aminobenzenesulfonamide 45 show nanomolar antiproliferative potencies against ovarian, breast, and cervix carcinoma cells, similar or even better than paclitaxel. Compounds behave as tubulin-binding agents, causing an evident disruption of the microtubule network, in vitro Tubulin Polymerization Inhibition (TPI), and mitotic catastrophe followed by apoptosis. Our results suggest that these novel MDS may be promising alternatives to taxane-based chemotherapy in chemoresistant Pan-Gyn cancers."
33672994,"['plants10020368 [pii]', '10.3390/plants10020368 [doi]']",Underutilized Mexican Plants: Screening of Antioxidant and Antiproliferative Properties of Mexican Cactus Fruit Juices.,"Antioxidant activities, Antiproliferative properties, Cactus fruits, Underutilized Mexican plants","Plants (Basel, Switzerland)","Cacti fruits are known to possess antioxidant and antiproliferative activities among other health benefits. The following paper evaluated the antioxidant capacity and bioactivity of five clarified juices from different cacti fruits (Stenocereus spp., Opuntia spp. and M. geomettizans) on four cancer cell lines as well as one normal cell line. Their antioxidant compositions were measured by three different protocols. Their phenolic compositions were quantified through high performance liquid chromatography and the percentages of cell proliferation of fibroblasts as well as breast, prostate, colorectal, and liver cancer cell lines were evaluated though in vitro assays. The results were further processed by principal component analysis. The clarified juice from M. geomettizans fruit showed the highest concentration of total phenolic compounds and induced cell death in liver and colorectal cancer cells lines as well as fibroblasts. The clarified juice extracted from yellow Opuntia ficus-indica fruit displayed antioxidant activity as well as a selective cytotoxic effect on a liver cancer cell line with no toxic effect on fibroblasts. In conclusion, the work supplies evidence on the antioxidant and antiproliferative activities that cacti juices possess, presenting potential as cancer cell proliferation preventing agents."
33672990,"['biology10020151 [pii]', '10.3390/biology10020151 [doi]']",A Novel Ferroptosis-Related Gene Signature Predicts Overall Survival of Breast Cancer Patients.,"breast cancer, ferroptosis, gene signature, immune status, prognosis",Biology,"Breast cancer is the second leading cause of death in women, thus a reliable prognostic model for overall survival (OS) in breast cancer is needed to improve treatment and care. Ferroptosis is an iron-dependent cell death. It is already known that siramesine and lapatinib could induce ferroptosis in breast cancer cells, and some ferroptosis-related genes were closely related with the outcomes of treatments regarding breast cancer. The relationship between these genes and the prognosis of OS remains unclear. The data of gene expression and related clinical information was downloaded from public databases. Based on the TCGA-BRCA cohort, an 8-gene prediction model was established with the least absolute shrinkage and selection operator (LASSO) cox regression, and this model was validated in patients from the METABRIC cohort. Based on the median risk score obtained from the 8-gene model, patients were stratified into high- or low-risk groups. Cox regression analyses identified that the risk score was an independent predictor for OS. The findings from CIBERSORT and ssGSEA presented noticeable differences in enrichment scores for immune cells and pathways between the abovementioned two risk groups. To sum up, this prediction model has potential to be widely applied in future clinical settings."
33672831,"['ijms22041886 [pii]', '10.3390/ijms22041886 [doi]']",The In Vivo Selection Method in Breast Cancer Metastasis.,"breast cancer, highly metastatic cancer cell line, in vivo selection, metastasis, xenograft model",International journal of molecular sciences,"Metastasis is a complex event in cancer progression and causes most deaths from cancer. Repeated transplantation of metastatic cancer cells derived from transplanted murine organs can be used to select the population of highly metastatic cancer cells; this method is called as in vivo selection. The in vivo selection method and highly metastatic cancer cell lines have contributed to reveal the molecular mechanisms of cancer metastasis. Here, we present an overview of the methodology for the in vivo selection method. Recent comparative analysis of the transplantation methods for metastasis have revealed the divergence of metastasis gene signatures. Even cancer cells that metastasize to the same organ show various metastatic cascades and gene expression patterns by changing the transplantation method for the in vivo selection. These findings suggest that the selection of metastasis models for the study of metastasis gene signatures has the potential to influence research results. The study of novel gene signatures that are identified from novel highly metastatic cell lines and patient-derived xenografts (PDXs) will be helpful for understanding the novel mechanisms of metastasis."
33672756,"['cancers13040898 [pii]', '10.3390/cancers13040898 [doi]']",CD44 Targeted Nanomaterials for Treatment of Triple-Negative Breast Cancer.,"CARP-1, JAK/STAT pathway, TNBC, combination therapy, esterase-responsive nanoparticle, momelotinib, nanomaterial, theranostic",Cancers,"Identified as the second leading cause of cancer-related deaths among American women after lung cancer, breast cancer of all types has been the focus of numerous research studies. Even though triple-negative breast cancer (TNBC) represents 15-20% of the number of breast cancer cases worldwide, its existing therapeutic options are fairly limited. Due to the pivotal role of the presence/absence of specific receptors to luminal A, luminal B, HER-2+, and TNBC in the molecular classification of breast cancer, the lack of these receptors has accounted for the aforementioned limitation. Thereupon, in an attempt to participate in the ongoing research endeavors to overcome such a limitation, the conducted study adopts a combination strategy as a therapeutic paradigm for TNBC, which has proven notable results with respect to both: improving patient outcomes and survivability rates. The study hinges upon an investigation of a promising NPs platform for CD44 mediated theranostic that can be combined with JAK/STAT inhibitors for the treatment of TNBC. The ability of momelotinib (MMB), which is a JAK/STAT inhibitor, to sensitize the TNBC to apoptosis inducer (CFM-4.16) has been evaluated in MDA-MB-231 and MDA-MB-468. MMB + CFM-4.16 combination with a combination index (CI) </=0.5, has been selected for in vitro and in vivo studies. MMB has been combined with CD44 directed polymeric nanoparticles (PNPs) loaded with CFM-4.16, namely CD44-T-PNPs, which selectively delivered the payload to CD44 overexpressing TNBC with a significant decrease in cell viability associated with a high dose reduction index (DRI). The mechanism underlying their synergism is based on the simultaneous downregulation of P-STAT3 and the up-regulation of CARP-1, which has induced ROS-dependent apoptosis leading to caspase 3/7 elevation, cell shrinkage, DNA damage, and suppressed migration. CD44-T-PNPs showed a remarkable cellular internalization, demonstrated by uptake of a Rhodamine B dye in vitro and S0456 (NIR dye) in vivo. S0456 was conjugated to PNPs to form CD44-T-PNPs/S0456 that simultaneously delivered CFM-4.16 and S0456 parenterally with selective tumor targeting, prolonged circulation, minimized off-target distribution."
33672732,"['cancers13040894 [pii]', '10.3390/cancers13040894 [doi]']",Identification of TENM4 as a Novel Cancer Stem Cell-Associated Molecule and Potential Target in Triple Negative Breast Cancer.,"cancer stem cell (CSC), teneurin 4 (TENM4), transcriptomics, triple negative breast cancer (TNBC)",Cancers,"Triple-negative breast cancer (TNBC) is insensitive to endocrine and Her2-directed therapies, making the development of TNBC-targeted therapies an unmet medical need. Since patients with TNBC frequently show a quicker relapse and metastatic progression compared to other breast cancer subtypes, we hypothesized that cancer stem cells (CSC) could have a role in TNBC. To identify putative TNBC CSC-associated targets, we compared the gene expression profiles of CSC-enriched tumorspheres and their parental cells grown as monolayer. Among the up-regulated genes coding for cell membrane-associated proteins, we selected Teneurin 4 (TENM4), involved in cell differentiation and deregulated in tumors of different histotypes, as the object for this study. Meta-analysis of breast cancer datasets shows that TENM4 mRNA is up-regulated in invasive carcinoma specimens compared to normal breast and that high expression of TENM4 correlates with a shorter relapse-free survival in TNBC patients. TENM4 silencing in mammary cancer cells significantly impaired tumorsphere-forming ability, migratory capacity and Focal Adhesion Kinase (FAK) phosphorylation. Moreover, we found higher levels of TENM4 in plasma from tumor-bearing mice and TNBC patients compared to the healthy controls. Overall, our results indicate that TENM4 may act as a novel biomarker and target for the treatment of TNBC."
33672646,"['cancers13040885 [pii]', '10.3390/cancers13040885 [doi]']",Facilitating Drug Discovery in Breast Cancer by Virtually Screening Patients Using In Vitro Drug Response Modeling.,"Wee1, breast cancer, drug discovery, drug imputation, transcriptome",Cancers,"(1) Background: Drug imputation methods often aim to translate in vitro drug response to in vivo drug efficacy predictions. While commonly used in retrospective analyses, our aim is to investigate the use of drug prediction methods for the generation of novel drug discovery hypotheses. Triple-negative breast cancer (TNBC) is a severe clinical challenge in need of new therapies. (2) Methods: We used an established machine learning approach to build models of drug response based on cell line transcriptome data, which we then applied to patient tumor data to obtain predicted sensitivity scores for hundreds of drugs in over 1000 breast cancer patients. We then examined the relationships between predicted drug response and patient clinical features. (3) Results: Our analysis recapitulated several suspected vulnerabilities in TNBC and identified a number of compounds-of-interest. AZD-1775, a Wee1 inhibitor, was predicted to have preferential activity in TNBC (p < 2.2 x 10(-16)) and its efficacy was highly associated with TP53 mutations (p = 1.2 x 10(-46)). We validated these findings using independent cell line screening data and pathway analysis. Additionally, co-administration of AZD-1775 with standard-of-care paclitaxel was able to inhibit tumor growth (p < 0.05) and increase survival (p < 0.01) in a xenograft mouse model of TNBC. (4) Conclusions: Overall, this study provides a framework to turn any cancer transcriptomic dataset into a dataset for drug discovery. Using this framework, one can quickly generate meaningful drug discovery hypotheses for a cancer population of interest."
33672628,"['cancers13040888 [pii]', '10.3390/cancers13040888 [doi]']",miR-21 Plays a Dual Role in Tumor Formation and Cytotoxic Response in Breast Tumors.,"apoptosis, breast cancer, metastases, miR-21",Cancers,"Breast cancer (BrCa) relies on specific microRNAs to drive disease progression. Oncogenic miR-21 is upregulated in many cancers, including BrCa, and is associated with poor survival and treatment resistance. We sought to determine the role of miR-21 in BrCa tumor initiation, progression and treatment response. In a triple-negative BrCa model, radiation exposure increased miR-21 in both primary tumor and metastases. In vitro, miR-21 knockdown decreased survival in all BrCa subtypes in the presence of radiation. The role of miR-21 in BrCa initiation was evaluated by implanting wild-type miR-21 BrCa cells into genetically engineered mouse models where miR-21 was intact, heterozygous or globally ablated. Tumors were unable to grow in the mammary fat pads of miR-21(-/-) mice, and grew in ~50% of miR-21(+/-) and 100% in miR-21(+/+) mice. The contribution of miR-21 to progression and metastases was tested by crossing miR-21(-/-) mice with mice that spontaneously develop BrCa. The global ablation of miR-21 significantly decreased the tumorigenesis and metastases of BrCa, while sensitizing tumors to radio- and chemotherapeutic agents via Fas/FasL-dependent apoptosis. Therefore, targeting miR-21 alone or in combination with various radio or cytotoxic therapies may represent novel and efficacious therapeutic modalities for the future treatment of BrCa patients."
33672555,"['antiox10020317 [pii]', '10.3390/antiox10020317 [doi]']",xCT-Driven Expression of GPX4 Determines Sensitivity of Breast Cancer Cells to Ferroptosis Inducers.,"Erastin, GPX4, Rsl-3, breast cancer, ferroptosis, lipid peroxidation, selenium","Antioxidants (Basel, Switzerland)","Inducers of ferroptosis such as the glutathione depleting agent Erastin and the GPX4 inhibitor Rsl-3 are being actively explored as potential therapeutics in various cancers, but the factors that determine their sensitivity are poorly understood. Here, we show that expression levels of both subunits of the cystine/glutamate antiporter xCT determine the expression of GPX4 in breast cancer, and that upregulation of the xCT/selenocysteine biosynthesis/GPX4 production axis paradoxically renders the cancer cells more sensitive to certain types of ferroptotic stimuli. We find that GPX4 is strongly upregulated in a subset of breast cancer tissues compared to matched normal samples, and that this is tightly correlated with the increased expression of the xCT subunits SLC7A11 and SLC3A2. Erastin depletes levels of the antioxidant selenoproteins GPX4 and GPX1 in breast cancer cells by inhibiting xCT-dependent extracellular reduction which is required for selenium uptake and selenocysteine biosynthesis. Unexpectedly, while breast cancer cells are resistant compared to nontransformed cells against oxidative stress inducing drugs, at the same time they are hypersensitive to lipid peroxidation and ferroptosis induced by Erastin or Rsl-3, indicating that they are 'addicted' to the xCT/GPX4 axis. Our findings provide a strategic basis for targeting the anti-ferroptotic machinery of breast cancer cells depending on their xCT status, which can be further explored."
33672545,"['cancers13040881 [pii]', '10.3390/cancers13040881 [doi]']",Application of Multilayer Evidence for Annotation of C-Terminal BRCA2 Variants.,"BRCA2, NGS, breast cancer, cancer predisposition, ovarian cancer, p.K3326*",Cancers,"The clinical relevance of the BRCA2 C-terminal stop codon variants is controversial. The pathogenic role of the germline BRCA2 c.9976A>T and c.10095delinsGAATTATATCT variants in hereditary breast and ovarian cancer (HBOC) patients was evaluated. An association with clinicopathological parameters was performed in 2491 independent probands diagnosed with HBOC and in 122,209 cancer patients reported earlier. Loss-of-heterozygosity (LOH) in tumor samples and allelic imbalance in RNA extracted from peripheral blood cells were investigated. Neither c.10095delinsGAATTATATCT or c.9976A>T variants showed significant association with clinicopathological parameters or elevated risk for HBOC-associated tumors. Lung cancer was more prevalent in families carrying the c.9976A>T variant compared to pathogenic BRCA1 or BRCA2 carrier families. An increased prevalence of pancreatic cancer was found in families where c.9976A>T occurred together with other pathogenic BRCA1 variants. An increased risk for familial pancreatic, lung and upper aero-digestive tract cancers was confirmed in the validation set. Regarding BRCA2 C-terminal variants, no linkage with other pathogenic BRCA2 variants, no LOH in tumor tissue and no allelic imbalance in RNA level were confirmed. The c.9976A>T variant may be considered as a potential risk for lung cancer, and a potential modifying factor in pancreatic cancer when it occurs along with the pathogenic BRCA1 variant, although this observation should be validated in a larger sample cohort."
